,english,francais
6079,scientist,scientifique
6080,resumed,repris
6081,almost,presque
6082,port,port
6083,generators,générateurs
6084,philippine,philippines
6085,nw,nw
6086,ancient,antique
6087,combining,combinant
6088,ingres,ingres
6089,launching,lancement
6090,pose,poser
6091,confrontation,affrontement
6092,hispanic,hispanique
6093,greenspan,greenspan
6094,photo,photo
6095,trapped,piégé
6096,libya,libye
6097,flags,drapeaux
6098,est,est
6099,real,réel
6100,thailand,thaïlande
6101,mill,moulin
6102,eating,nourriture
6103,doses,doses
6104,mercury,mercure
6105,recommends,recommande
6106,women,femmes
6107,energies,énergies
6108,privatisation,privatisation
6109,automobile,automobile
6110,armed,armé
6111,ozone,ozone
6112,weakened,affaibli
6113,best,meilleur
6114,highs,sommets
6115,saves,sauve
6116,greece,grèce
6117,conclude,conclure
6118,sys,sys
6119,upcoming,prochain
6120,sciences,sciences
6121,atoms,atomes
6122,basic,basic
6123,optimism,optimisme
6124,manufacturing,fabrication
6125,interactive,interactif
6126,wells,wells
6127,deployed,déployé
6128,intensive,intensif
6129,wound,blessure
6130,provincial,provincial
6131,unusually,exceptionnellement
6132,eis,eis
6133,table,table
6134,vatican,vatican
6135,profiles,profils
6136,wrongdoing,méfait
6137,integral,intégrale
6138,assuming,supposant
6139,gerald,gerald
6140,congressional,congrès
6141,accomplish,accomplir
6142,repairs,réparations
6143,take,prendre
6144,solving,résolution
6145,hudson,hudson
6146,cost-effective,rentable
6147,richmond,richmond
6148,facsimile,télécopie
6149,optimization,optimisation
6150,islands,îles
6151,innovation,innovation
6152,premier,premier
6153,jeff,jeff
6154,proceeding,procédure
6155,and,et
6156,federated,fédérés
6157,quebec,québec
6158,reservations,réservations
6159,mandate,mandat
6160,mission,mission
6161,notably,particulièrement
6162,fortune,fortune
6163,turkish,turc
6164,inflationary,inflationniste
6165,niche,niche
6166,franklin,franklin
6167,operations,opérations
6168,thunderstorms,orages
6169,conservatives,conservateurs
6170,kabul,kaboul
6171,cook,cuisinier
6172,tumbled,dégringolé
6173,denies,nie
6174,nicholas,nicholas
6175,late,tard
6176,debugging,débogage
6177,asynchronous,asynchrone
6178,pixel,pixel
6179,expire,expirer
6180,commercials,publicités
6181,characteristic,caractéristique
6182,rjr,rjr
6183,refusing,refusant
6184,baltic,baltique
6185,stevens,stevens
6186,wyoming,wyoming
6187,dioxide,dioxyde
6188,dde,dde
6189,shoot,tirer
6190,perceived,perçue
6191,beaten,battu
6192,telegraph,télégraphe
6193,mounting,montage
6194,matched,appariés
6195,chair,chaise
6196,trail,sentier
6197,contamination,contamination
6198,premiums,primes
6199,congress,congrès
6200,destination,destination
6201,walsh,walsh
6202,blank,vide
6203,festival,festival
6204,grant,subvention
6205,merchant,marchand
6206,differently,différemment
6207,mailing,mailing
6208,moments,moments
6209,delivering,prestation
6210,expires,expire
6211,colour,couleur
6212,records,archives
6213,roy,roy
6214,tired,fatigué
6215,quietly,tranquillement
6216,probability,probabilité
6217,raymond,raymond
6218,centralized,centralisée
6219,shifts,changements
6220,strategic,stratégique
6221,ink,encre
6222,leader,leader
6223,blocking,blocage
6224,donations,dons
6225,construct,construire
6226,austria,autriche
6227,indications,indications
6228,strengths,forces
6229,midland,midland
6230,cotton,coton
6231,paths,chemins
6232,discipline,discipline
6233,paintings,peintures
6234,cape,cap
6235,claris,claris
6236,parker,parker
6237,connects,connecte
6238,top,haut
6239,strange,étrange
6240,altered,modifié
6241,macintoshes,macintosh
6242,rank,rang
6243,rid,débarrasser
6244,accompanying,accompagnement
6245,associates,associés
6246,feelings,sentiments
6247,pf,pf
6248,journalist,journaliste
6249,capt,capt
6250,diagrams,diagrammes
6251,doe,doe
6252,influenced,influencé
6253,threshold,seuil
6254,fatal,fatal
6255,supercomputer,supercalculateur
6256,wars,guerres
6257,solely,uniquement
6258,highlight,surligner
6259,authorization,autorisation
6260,judicial,judiciaire
6261,deputies,députés
6262,genetic,génétique
6263,roots,racines
6264,talent,talent
6265,toy,jouet
6266,determines,détermine
6267,translate,traduire
6268,man,homme
6269,strictly,strictement
6270,origin,origine
6271,affects,affecte
6272,pharmaceutical,pharmaceutique
6273,sport,sport
6274,seasonal,saisonnier
6275,khmer,khmer
6276,injunction,injonction
6277,borrowed,emprunté
6278,intellectual,intellectuel
6279,lane,voie
6280,boundaries,frontières
6281,universal,universel
6282,neck,cou
6283,boesky,boesky
6284,interference,ingérence
6285,replaces,remplace
6286,interpreter,interprète
6287,perfectly,parfaitement
6288,enforce,imposer
6289,portability,portabilité
6290,strip,bande
6291,sharp,net
6292,conceded,concédé
6293,messaging,messagerie
6294,tentative,provisoire
6295,military,militaire
6296,nonetheless,toutefois
6297,gateway,porte
6298,garden,jardin
6299,disputed,contesté
6300,united,uni
6301,warehouse,entrepôt
6302,typing,dactylographie
6303,internet,internet
6304,airplane,avion
6305,garbage,ordures
6306,counterparts,homologues
6307,tourist,touristique
6308,stockholders,actionnaires
6309,registers,registres
6310,assignment,affectation
6311,orange,orange
6312,painewebber,painewebber
6313,ma,ma
6314,infection,infection
6315,murray,murray
6316,satisfaction,satisfaction
6317,gather,rassembler
6318,lying,mensonge
6319,drama,drame
6320,ual,ual
6321,auto,auto
6322,converting,conversion
6323,satellites,satellites
6324,lesson,leçon
6325,cabling,câblage
6326,revisions,révisions
6327,hierarchy,hiérarchie
6328,processing,traitement
6329,bullish,haussier
6330,kitchen,cuisine
6331,violate,violer
6332,screening,dépistage
6333,ortega,ortega
6334,exclusively,exclusivement
6335,rolled,roulé
6336,requires,nécessite
6337,integrating,intégration
6338,domestic,domestique
6339,add,ajouter
6340,dat,dat
6341,naval,naval
6342,honda,honda
6343,reaches,atteint
6344,pairs,paires
6345,declare,déclarer
6346,contributing,contribuant
6347,junior,junior
6348,eight,huit
6349,heated,chauffé
6350,appreciate,apprécier
6351,waited,attendu
6352,payable,payable
6353,dated,daté
6354,researcher,chercheur
6355,inability,incapacité
6356,drag,traînée
6357,abandon,abandonner
6358,ranking,classement
6359,t,t
6360,defendant,défendeur
6361,traveled,voyagé
6362,physicians,médecins
6363,syndrome,syndrome
6364,races,courses
6365,decay,pourriture
6366,ore,minerai
6367,beverly,beverly
6368,converts,convertis
6369,bullet,balle
6370,integrators,intégrateurs
6371,tap,robinet
6372,eggs,œufs
6373,lockheed,lockheed
6374,matches,allumettes
6375,accepts,accepte
6376,imf,fmi
6377,confusing,confusion
6378,drops,gouttes
6379,hungarian,hongrois
6380,farm,ferme
6381,template,modèle
6382,studies,Études
6383,improves,améliore
6384,canon,canon
6385,classical,classique
6386,lines,lignes
6387,shifted,décalé
6388,previously,précédemment
6389,patrol,patrouille
6390,shadow,ombre
6391,perception,perception
6392,coastal,côtier
6393,springs,ressorts
6394,enabled,permis
6395,mixing,mélange
6396,salt,sel
6397,preventing,prévention
6398,squeeze,compression
6399,insert,insérer
6400,horse,cheval
6401,coordinate,coordonner
6402,exhibition,exposition
6403,blaze,incendie
6404,programming,programmation
6405,intact,intact
6406,icahn,icahn
6407,recently,récemment
6408,elsewhere,ailleurs
6409,universal,universel
6410,soybeans,soja
6411,freedom,liberté
6412,norway,norvège
6413,overwhelming,accablant
6414,accelerated,accéléré
6415,superior,supérieur
6416,ariz,ariz
6417,deficits,déficits
6418,tsr,tsr
6419,precision,précision
6420,trafficking,trafic
6421,ryan,ryan
6422,tenn,tenn
6423,music,musique
6424,shells,coquilles
6425,rolling,roulement
6426,rubber,caoutchouc
6427,confused,confus
6428,honduras,honduras
6429,villages,villages
6430,scottish,Écossais
6431,attach,joindre
6432,source,source
6433,franc,franc
6434,programs,programmes
6435,networks,réseaux
6436,explaining,expliquant
6437,economically,économiquement
6438,predominantly,principalement
6439,deployment,déploiement
6440,catalyst,catalyseur
6441,definitive,définitif
6442,curb,gourmette
6443,experiences,expériences
6444,identifying,identifier
6445,yugoslavia,yougoslavie
6446,resource,ressource
6447,leak,fuite
6448,be,Être
6449,add-on,ajouter
6450,sources,sources
6451,extraction,extraction
6452,citizen,citoyen
6453,com,com
6454,assembled,assemblé
6455,debugger,débogueur
6456,opinions,avis
6457,holidays,fêtes
6458,joint,joint
6459,cobol,cobol
6460,pulling,tirant
6461,finite,fini
6462,favors,faveurs
6463,gephardt,gephardt
6464,bonn,bonn
6465,boycott,boycottage
6466,planning,planification
6467,short,court
6468,punishment,châtiment
6469,labeled,étiquetés
6470,skeptical,sceptique
6471,instant,instantané
6472,risky,risqué
6473,electoral,électoral
6474,photos,photos
6475,real-estate,immobilier
6476,appearing,apparaissant
6477,tolerance,tolérance
6478,tim,tim
6479,foods,foods
6480,to,À
6481,expired,expiré
6482,spring,printemps
6483,locally,localement
6484,approaching,approchant
6485,orbit,orbite
6486,searched,recherché
6487,colleges,collèges
6488,pact,pacte
6489,generous,généreux
6490,homeland,patrie
6491,applicants,candidats
6492,sulfur,soufre
6493,legally,légalement
6494,kingdom,royaume
6495,thickness,épaisseur
6496,linda,linda
6497,receipts,recettes
6498,bullion,lingots
6499,peabody,peabody
6500,nominated,nommé
6501,eliminates,élimine
6502,3rd,3e
6503,technically,techniquement
6504,oliver,oliver
6505,loyal,fidèle
6506,sits,siège
6507,refusal,refus
6508,storage,stockage
6509,borrow,emprunter
6510,ralph,ralph
6511,naval,naval
6512,surely,sûrement
6513,empire,empire
6514,eds,eds
6515,cartel,cartel
6516,book,livre
6517,statistics,statistiques
6518,arrange,organiser
6519,losers,perdants
6520,gnp,pnb
6521,sybase,sybase
6522,shelf,étagère
6523,mineral,minéral
6524,comparisons,comparaisons
6525,minorities,minorités
6526,divorce,divorce
6527,singing,chant
6528,closure,fermeture
6529,develops,développe
6530,collins,collins
6531,sound,son
6532,ted,ted
6533,barney,barney
6534,turmoil,tourmente
6535,throwing,lancement
6536,fts,fts
6537,next,suivant
6538,informal,informel
6539,syntax,syntaxe
6540,production,production
6541,providers,fournisseurs
6542,defence,défense
6543,flowers,fleurs
6544,attribute,attribut
6545,discover,découvrir
6546,theater,théâtre
6547,bread,pain
6548,stakes,enjeux
6549,passive,passif
6550,bass,basse
6551,entertainment,divertissement
6552,plaintiffs,demandeurs
6553,docket,rôle
6554,factions,factions
6555,occasional,occasionnel
6556,invaded,envahi
6557,card,carte
6558,enacted,édicté
6559,lottery,loterie
6560,rsqb,rsqb
6561,simpler,simple
6562,showers,douches
6563,naturally,naturellement
6564,otherwise,autrement
6565,captain,capitaine
6566,takeovers,opa
6567,spotted,tacheté
6568,painful,douloureux
6569,commissions,commissions
6570,tips,conseils
6571,vines,vines
6572,lobby,hall
6573,aviation,aviation
6574,alternate,alterné
6575,diagram,diagramme
6576,listing,inscription
6577,dress,robe
6578,consistency,cohérence
6579,unsuccessful,infructueux
6580,tubes,tubes
6581,praise,louange
6582,shapes,formes
6583,brooklyn,brooklyn
6584,advertisers,annonceurs
6585,lessons,leçons
6586,symptoms,symptômes
6587,hide,cacher
6588,physically,physiquement
6589,frequencies,fréquences
6590,cruise,croisière
6591,pbx,pbx
6592,chapel,chapelle
6593,editor,Éditeur
6594,broadway,broadway
6595,set,fixé
6596,dial,cadran
6597,initiatives,initiatives
6598,actors,acteurs
6599,balanced,équilibré
6600,compressed,comprimé
6601,chancellor,chancelier
6602,assurance,assurance
6603,tiff,tiff
6604,obstacles,obstacles
6605,hang,pendre
6606,should,si
6607,tariffs,tarifs
6608,flooding,inondation
6609,colombian,colombien
6610,token,jeton
6611,evacuated,évacué
6612,programmable,programmable
6613,garden,jardin
6614,donated,don
6615,construction,construction
6616,award,prix
6617,sponsor,sponsor
6618,apartheid,apartheid
6619,let,laisser
6620,answering,répondeur
6621,nissan,nissan
6622,incurred,engagés
6623,freely,librement
6624,cigarettes,cigarettes
6625,trusts,fiducies
6626,snmp,snmp
6627,reception,réception
6628,marine,marin
6629,arise,survenir
6630,reservoir,réservoir
6631,aerospace,aérospatial
6632,luck,chance
6633,contracting,traitance
6634,memories,souvenirs
6635,crossed,barré
6636,displaying,visualisation
6637,shoulder,épaule
6638,mbytes,mo
6639,guinness,guinness
6640,corrected,corrigé
6641,supplying,approvisionnement
6642,franchise,franchise
6643,verify,vérifier
6644,underwriting,souscription
6645,lucrative,lucratif
6646,resist,résister
6647,incomes,revenus
6648,descriptions,descriptions
6649,acknowledge,reconnaître
6650,connectors,connecteurs
6651,rushed,précipité
6652,burn,brûler
6653,odd,impair
6654,coding,codage
6655,gifts,cadeaux
6656,geometry,géométrie
6657,level,niveau
6658,bold,audacieux
6659,businessland,businessland
6660,justified,justifiée
6661,wore,portait
6662,paper,papier
6663,marched,défilé
6664,abortions,avortements
6665,automate,automatiser
6666,higgins,higgins
6667,confidential,confidentiel
6668,threaten,menacer
6669,lately,récemment
6670,contrary,contraire
6671,defect,défaut
6672,champion,champion
6673,kidnapped,kidnappé
6674,loved,aimé
6675,duke,duc
6676,liquidity,liquidité
6677,confined,confiné
6678,roh,roh
6679,ali,ali
6680,funeral,funérailles
6681,opponent,adversaire
6682,rape,viol
6683,flames,flammes
6684,arriving,arrivée
6685,adverse,négatif
6686,logic,logique
6687,journal,journal
6688,recovering,récupération
6689,optimal,optimale
6690,numeric,numérique
6691,anger,colère
6692,governors,gouverneurs
6693,illustrated,illustré
6694,legs,jambes
6695,speeches,discours
6696,juan,juan
6697,copied,copié
6698,similarly,similaire
6699,sparc,sparc
6700,leonard,leonard
6701,inclusion,inclusion
6702,slides,diapositives
6703,minus,moins
6704,irving,irving
6705,belgian,belge
6706,certification,certificat
6707,display,exposition
6708,settlements,colonies
6709,achieving,réalisation
6710,humans,humains
6711,concurrent,concurrent
6712,editions,éditions
6713,master,maître
6714,sri,sri
6715,observation,observation
6716,compatibles,compatibles
6717,ocean,océan
6718,warn,prévenir
6719,grows,pousse
6720,labour,travail
6721,terrible,terrible
6722,bonds,obligations
6723,stone,pierre
6724,exile,exil
6725,storing,stockage
6726,damaging,dommageable
6727,ocean,océan
6728,comparing,comparant
6729,deregulation,déréglementation
6730,singled,distingué
6731,synthesis,synthèse
6732,knocked,frappé
6733,bottles,bouteilles
6734,henderson,henderson
6735,jay,geai
6736,finances,finances
6737,supermarket,supermarché
6738,bailout,sauvetage
6739,senior,supérieur
6740,customers,clientèle
6741,seventh,septième
6742,theories,théories
6743,standalone,autonome
6744,pocket,poche
6745,go,aller
6746,condemned,condamné
6747,jeffrey,jeffrey
6748,future,avenir
6749,diesel,diesel
6750,desirable,souhaitable
6751,exploit,exploiter
6752,bands,bandes
6753,entrance,entrée
6754,oriented,orienté
6755,rotation,rotation
6756,meal,repas
6757,beneath,sous
6758,feedback,réaction
6759,belt,ceinture
6760,castro,castro
6761,bolster,soutenir
6762,victor,vainqueur
6763,occurring,survenant
6764,dying,mourant
6765,coupon,coupon
6766,rejection,rejet
6767,tutorial,tutoriel
6768,socialist,socialiste
6769,place,lieu
6770,belong,appartenir
6771,anticipation,anticipation
6772,del,del
6773,cos,cos
6774,sooner,tôt
6775,sorts,sortes
6776,nebraska,nebraska
6777,blew,souffla
6778,hero,héros
6779,elimination,élimination
6780,quantum,quantum
6781,scaling,écaillage
6782,hybrid,hybride
6783,politburo,politburo
6784,correspondent,correspondant
6785,keating,keating
6786,farms,fermes
6787,resonance,résonance
6788,nrc,cnrc
6789,amd,amd
6790,mouth,bouche
6791,exemption,exemption
6792,compensate,compenser
6793,racketeering,racket
6794,yard,cour
6795,collecting,recueil
6796,way,façon
6797,mail-order,vpc
6798,alex,alex
6799,parks,parcs
6800,prediction,prédiction
6801,stemming,découlant
6802,examining,examen
6803,comprises,comprend
6804,optimum,optimum
6805,francis,francis
6806,plant,usine
6807,pickup,ramasser
6808,reservation,réservation
6809,receiver,récepteur
6810,sealed,scellé
6811,orange,orange
6812,undertaken,entrepris
6813,v,v
6814,hunting,chasse
6815,customize,personnaliser
6816,urban,urbain
6817,faculty,faculté
6818,cream,crème
6819,minn,minn
6820,timber,bois
6821,lend,prêter
6822,unified,unifiée
6823,nfs,nfs
6824,affiliate,filiale
6825,scoring,points
6826,missions,missions
6827,remote,Éloigné
6828,participated,participé
