francais,espanol
ballon,globo
locataires,Los inquilinos
séminaires,seminarios
Marion,Marion
fuite,vuelo
tordu,retorcido
Avez-,tener
marins,marina
polluants,contaminantes
Eastman,Eastman
Merc,Merc
NuBus,NuBus
intelligent,inteligente
Amdahl,Amdahl
maigre,delgado
essence,gasolina
cyclique,cíclico
négociation,negociación
organisation de,organización
univers,universo
Polaroïd,polaroid
Seagate,Seagate
Canal,canal
émigrer,emigrar
diffraction,difracción
sexuellement,sexualmente
numérotation,discado
optimiser,optimizar
animal de compagnie,acariciar
Wallace,Wallace
piscines,piscinas
Très,muy
étincelle,chispa
par défaut,por defecto
ruissellement,Escurrimiento
Structuré,estructurado
Penn,Penn
incidence,impacto
Magellan,Magallanes
à l'improviste,inesperadamente
industriel,industrial
Fort,fuerte
Koch,Koch
Des,de
tasse,taza
saisi,captado
Vous avez,tienes
Choix,elección
Calendrier,calendario
dévaluation,devaluación
Contre,contra
Dur,duro
gestionnaires,administradores
brillant,brillante
Technologie,tecnología
frappe,huelga
Weiss,Weiss
Règles,Reglas
instable,inestable
marine,marina
incroyable,increíble
initier,iniciar
Byrd,Byrd
Armée de,ejército
demande,aplicación
tonne,tonelada
lutté,luchado
Typiquement,típicamente
collectionneur,coleccionista
précédent,anterior
LC,LC
revêtement,revestimiento
TrueType,TrueType
affilié,asociado
SDI,IDE
conductivité,conductividad
pesé,sopesado
stabiliser,estabilizar
collines,colinas
Rayon,pasillo
genou,rodilla
Levine,Levine
fission,fisión
dilemme,dilema
cœurs,corazones
Autrichien,austriaco
Cambodgien,camboyano
Joel,Joel
paperasserie,papeleo
secret,secreto
modification,modificación
lésions,lesiones
standardisation,estandarización
teen-age,adolescente
respiration,respiración
Espèces,efectivo
donateurs,donantes
Nunn,Nunn
PC,ordenador personal
navigation,navegación
milieu,medio
graines,semillas
saleté,suciedad
Charleston,Charleston
prisonnier,preso
veste,chaqueta
inévitablement,inevitablemente
Cuellar,Cuellar
mélange,mezcla
claquement,golpe
comptable,contador
éthique,ética
Actif,activo
évaluer,evaluar
thèmes,temas
coulisses,alas
barre,bar
inapproprié,inapropiado
prolifération,proliferación
En fait,De hecho
vins,vinos
Northrop,Northrop
restrictif,restrictivo
examine,examinar
galerie,galería
Choses,Cosas
spécialisation,especialización
Majorité,mayoría
Moyens,medio
Occidental,occidental
indexé,indexado
électeur,votante
maintien de la paix,mantenimiento de la paz
réduction,reducción
flotteur,flotador
détails,detalles
animé,animado
successif,sucesivo
inconvénients,desventajas
pelouse,césped
vapeur,vapor
Appliqué,aplicado
Lynn,Lynn
superviseurs,supervisores
horizon,horizonte
Roumain,rumano
Modèles,Modelos
rare,raro
enfance,infancia
oreille,oreja
chemise,camisa
Cimetière,cementerio
sauce,salsa
traitement de texte,proceso de textos
boucles,rizos
NCR,NCR
étole,estola
convertisseur,convertidor
primitif,primitivo
flamme,llama
couteau,cuchillo
affaiblir,debilitar
sur l'étagère,fuera de la plataforma
amplitude,amplitud
muet,mudo
pilotage,gobierno
Bientôt,pronto
cliniques,clínicas
résumé,resumen ejecutivo
football,fútbol
fuir,huir
sept ans,siete
laissé entendre,sugerido
reconstruction,reconstrucción
Steinberg,Steinberg
rose,rosa
cérémonies,ceremonias
planète,planeta
approuver,cerrar sesión
Hiver,invierno
centre commercial,centro comercial
en désaccord,reñido
Tasse,taza
élevé,alto
infraction,delito
fuites,Fugas
Amsterdam,Amsterdam
boîte à outils,caja de herramientas
poses,poses
technicien,técnico
déposants,Depositantes
Andy,Andy
attentats,ataques
malheureux,desgraciado
TOPS,TOPS
Mandrin,Chuck
voler,volar
générale de,general
Investissements,inversiones
défectueux,defectuoso
sauteur,saltador
influence,influencia
Château,castillo
Ashton-Tate,Ashton-Tate
Les résidents,residentes
Les chercheurs,investigadores
SIDA,SIDA
comité de,comité
collaboration,colaboración
crédits,créditos
lacunes,lagunas
Offres d'emploi,Jobs
Sortie,salida
stupéfiants,narcóticos
cc,cc
entravé,obstaculizado
autoroutes,carreteras
par la suite,después de eso
vide,vacío
RTC,RTC
surprises,sorpresas
historiquement,históricamente
important,importante
3-1 / 2 pouces,3-1 / 2 pulgadas
visas,visas
Banque de,Banco
hydrocarbures,hidrocarburos
utilité,utilidad
ESDI,ESDI
Gandhi,Gandhi
motif,patrón
huiles,óleos
subventionné,subvencionado
inquiétant,preocupante
Groupe de,grupo
angulaire,angular
FY,el año fiscal
Ancrage,fondeadero
traversier,transbordador
Kohlberg,Kohlberg
digne d'intérêt,vale la pena
acheteurs,Los compradores
malheurs,problemas
précédent,anterior
Bible,Biblia
double,doble
Galerie,galería
Majordome,mayordomo
organes,órganos
dévastateur,devastador
Houx,acebo
interdit,prohibido
succès,éxito
Chercheur,investigador
exotique,exótico
poursuite,búsqueda
certificat,certificado
titre,título
couverture,cubierta
accélération,aceleración
cassette,casete
rumeur,rumor
fermetures,cierres
inculpations,cargos
CEE,CEE
fil,alambre
suivant,siguiente
Virtuel,virtual
Été,verano
obscur,oscuro
Robins,Robins
fournisseur de,proveedor
matricielle,matriz
VAR,VAR
quatre jours,cuatro días
Les économistes,economistas
Motorola,Motorola
détenu,detenido
Klein,Klein
Coke,coque
franchise,franquicia
Ways,Maneras
remboursement,reembolso
Cardinal,cardinal
radical,radical
officieux,no oficial
dilué,diluido
mélanges,mezclas
orchestre,orquesta
Simpson,Simpson
Benson,Benson
jointures,articulaciones
Owen,Owen
pulpe,pulpa
ville natale,ciudad natal
financier,financiero
illustration,ilustración
garage,garaje
brûlures,quemaduras
geste,gesto
habitué,acostumbrado a
théâtres,teatros
spécimens,especímenes
accessoire,accesorio
la faillite règlement,normativa concursal
insurgés,insurgentes
Myers,Myers
reconsidérer,reconsiderar
retrait,retirada
maquillage,maquillaje
Staline,Stalin
dernière minute,último minuto
contrebande,contrabando
conditionnement,embalaje
Généralement,en general
Écran,pantalla
Hopkins,Hopkins
recrutement,reclutamiento
concéder,conceder
tribal,tribal
délicat,delicado
débris,escombros
rachat,redención
four,horno
élargir,ensanchar
Mecham,Mecham
conducteur,conductor
exprimer,expresar
WASHINGTON,WASHINGTON
Hyundai,Hyundai
soulagé,aliviado
Du Liban,Líbano
appartenance,afiliación
vallée,valle
préfère,preferir
visa,visa
précis,específico
fragile,frágil
récompenses,recompensas
anti-avortement,anti-aborto
respects,aspectos
carrières,carreras
bailleurs de fonds,donantes
saisir,comprensión
inefficace,ineficaz
conceptuel,conceptual
densités,densidades
EPS,EPS
Moi,me
Sparc,Sparc
spiritueux,alcohol
expérimentalement,experimentalmente
peu profond,superficial
